파일명,평면1_평면도_편차,원1(I) <상>_D_편차,원2(I) <중>_D_편차,원3(I) <하>_D_편차,"원통1(I) <- 원1, 원2, 원3의 측정점 병합_D_편차","원통1(I) <- 원1, 원2, 원3의 측정점 병합_원통도_편차","원통1(I) <- 원1, 원2, 원3의 측정점 병합_직각도_편차",점2 <- 점1의 되부름 <열전 관리치수(Spec : 116.6±0.1)>_X_편차,점2 <- 점1의 되부름 <열전 관리치수(Spec : 116.6±0.1)>_Y_편차,각도1 <- 각도[XYPLAN]:직선2와 직선3_Ang_편차,직선4 <27° 소재>_Y/X_편차,직선5 <7.5° 소재>_Y/X_편차,점3 <- 직선4와 직선5의 교차점 <소재>_X_편차,직선6 <35.9° 소재>_Y/X_편차,점4 <- 직선6와 직선5의 교차점 <소재>_X_편차,점4 <- 직선6와 직선5의 교차점 <소재>_Y_편차,직선7 <23.1°>_Y/X_편차,직선8 <6°>_Y/X_편차,점5 <- 직선8와 직선7의 교차점_X_편차,점5 <- 직선8와 직선7의 교차점_Y_편차,원4(E) <소재>_X_편차,원4(E) <소재>_Y_편차,원4(E) <소재>_D_편차,원4(E) <소재>_동심도_편차,점6 <- 직선9와 직선10의 교차점 <소재>_X_편차,점6 <- 직선9와 직선10의 교차점 <소재>_Y_편차,점7 <- 직선10와 직선11의 교차점 <소재>_X_편차,점7 <- 직선10와 직선11의 교차점 <소재>_Y_편차,점8 <- 직선13와 직선12의 교차점 <소재>_X_편차,직선14 <23.1° 소재>_Y/X_편차,직선16 <우상 소재>_X/Y_편차,직선18 <좌상 소재>_X/Y_편차,거리1 <- XAXIS[PT]:점9와 점10 <상>_DS_편차,점13 <- 점11와 점12의 중점 <열전관리_상>_X_편차,직선19 <좌하 소재>_X/Y_편차,직선21 <우하 소재>_X/Y_편차,거리2 <- XAXIS[PT]:점14와 점15 <하>_DS_편차,점18 <- 점16와 점17의 중점 <열전관리_하>_X_편차,점19 <상>_Y_편차,점20 <하>_Y_편차,원5(I) <상부>_Y_편차,원5(I) <상부>_D_편차,원6(I) <하부>_Y_편차,원6(I) <하부>_D_편차,거리3 <- XYPLAN[PT]:원5와 원통1_DS_편차,평면2_Z_편차,평면2_평면도_편차,평면2_평행도_편차,"평면3 <- 점21, 점22, 점23, ... , 점26의 측정점 병합 <마이크로미터로 측정 해볼 것 !!!!!!!!!!!!!!!!>_Z_편차","평면3 <- 점21, 점22, 점23, ... , 점26의 측정점 병합 <마이크로미터로 측정 해볼 것 !!!!!!!!!!!!!!!!>_평면도_편차","평면3 <- 점21, 점22, 점23, ... , 점26의 측정점 병합 <마이크로미터로 측정 해볼 것 !!!!!!!!!!!!!!!!>_평행도_편차",원7(E) <- 원4의 되부름_X_편차,원7(E) <- 원4의 되부름_Y_편차,원7(E) <- 원4의 되부름_D_편차,원7(E) <- 원4의 되부름_동심도_편차,점28 <- 점27의 되부름 <소재 원점>_X_편차,점28 <- 점27의 되부름 <소재 원점>_Y_편차,각도2 <- 각도[XYPLAN]:직선23와 직선24_Ang_편차,점29 <- 점13의 되부름 <소재원점>_X_편차,점29 <- 점13의 되부름 <소재원점>_Y_편차,점30 <- 점18의 되부름 <소재원점>_X_편차,점30 <- 점18의 되부름 <소재원점>_Y_편차,직선25 <- 직선18의 되부름_X/Y_편차,직선26 <- 직선16의 되부름_X/Y_편차,거리4 <- XAXIS[평균]:점32와 점31 <소재기준>_DS_편차,품질상태
240219_일상검사_야_초_2-4-1_OK,0,0.008,0.016,0.008,0.01,0,0,0.114,0.011,0.155,0.155,-0.031,-0.134,-0.248,-0.005,0.271,0.125,0.213,-0.06,0.139,0.016,0.149,-0.419,0,0.088,0.12,0.121,0.119,0.043,0.142,-0.144,-0.224,0.041,0.03,-0.89,-0.433,0.003,0.026,0.025,-0.041,-0.032,0.042,0.008,0.041,0.053,0.35,0,0,0.601,0,0,0.016,0.149,-0.419,0,0.11,0.01,0.01,0.077,0.082,0.073,0.04,-0.15,-0.218,0.041,1
240219_일상검사_야_초_2-5-1_OK,0,0.01,0.013,0.009,0.011,0,0,0.086,0.008,0.178,0.17,0.013,-0.142,-0.188,-0.028,0.29,0.152,0.173,-0.059,0.169,-0.008,0.094,-0.424,0,0.042,0.084,0.079,0.084,0.01,0.04,-0.141,-0.293,0.046,0.025,-0.477,-0.593,0.028,0.044,0.041,0.017,-0.004,0.039,0.01,0.044,0.077,0.346,0,0,0.596,0,0,-0.008,0.094,-0.424,0,0.104,0.01,-0.069,0.071,0.076,0.089,0.07,-0.253,-0.181,0.046,1
240220_일상검사_야_중_1-1-1_OK,0,0.006,0.011,0.01,0.009,0,0,0.077,0.007,0.373,0.258,-0.027,-0.146,-0.218,-0.015,0.325,0.146,0.193,-0.067,0.215,0.008,0.078,-0.379,0,0.05,0.088,0.107,0.097,0.007,0.068,-0.306,-0.29,0.065,0.034,-0.489,-0.593,0.061,0.061,0.074,0.082,0.045,0.013,0.034,0.014,0.06,0.275,0,0,0.417,0,0,0.008,0.078,-0.379,0,0.084,0.008,0.068,0.059,0.102,0.087,0.128,-0.254,-0.342,0.065,1
240220_일상검사_야_중_1-3-1_OK,0,0.008,0.012,0.006,0.009,0,0,0.072,0.007,0.35,0.214,-0.07,-0.169,-0.184,-0.038,0.29,0.187,0.218,-0.081,0.153,0.003,0.156,-0.392,0,0.057,0.135,0.091,0.13,0.01,0.103,-0.164,-0.275,0.042,0.003,-0.521,-0.231,0.035,0.004,0.038,0.044,0.002,0.015,0.036,0.01,-0.003,0.314,0,0,0.551,0,0,0.003,0.156,-0.392,0,0.094,0.009,0.021,0.064,0.092,0.065,0.113,-0.203,-0.236,0.042,1
240220_일상검사_야_중_1-5-1_OK,0,0.009,0.01,0.005,0.008,0,0,0.078,0.007,0.362,0.213,-0.067,-0.173,-0.187,-0.039,0.292,0.19,0.218,-0.08,0.153,0.001,0.156,-0.393,0,0.066,0.131,0.091,0.133,0.01,0.097,-0.173,-0.288,0.048,0.002,-0.372,-0.312,0.038,0.009,0.038,0.043,0.002,0.01,0.035,0.009,-0.006,0.311,0,0,0.55,0,0,0.001,0.156,-0.393,0,0.098,0.009,0.034,0.065,0.089,0.072,0.111,-0.216,-0.246,0.048,1
240220_일상검사_야_초_1-1-1_OK,0,0.006,0.009,0.005,0.007,0,0,0.088,0.008,0.389,0.265,-0.002,-0.142,-0.194,-0.019,0.32,0.085,0.249,-0.011,0.251,0.008,0.056,-0.386,0,0.041,0.079,0.091,0.077,0.025,0.076,-0.148,-0.218,0.062,0.041,-0.443,-0.553,0.056,0.048,0.074,0.07,0.023,0.011,0.044,0.019,0.025,0.381,0,0,0.618,0,0,0.008,0.056,-0.386,0,0.085,0.008,-0.008,0.057,0.1,0.064,0.117,-0.196,-0.17,0.062,1
240220_일상검사_야_초_1-2-1_OK,0,0.005,0.012,0.008,0.008,0,0,0.108,0.01,0.284,0.178,-0.026,-0.142,-0.212,-0.012,0.285,0.176,0.236,-0.01,0.176,0.012,0.134,-0.404,0,0.071,0.122,0.112,0.111,0.012,0.128,-0.231,-0.414,0.053,0.025,-0.47,-0.333,0.019,0.039,0.042,-0.01,0.012,0.019,0.034,0.012,0.003,0.377,0,0,0.622,0,0,0.012,0.134,-0.404,0,0.097,0.009,-0.037,0.069,0.094,0.083,0.066,-0.349,-0.296,0.053,1
240220_일상검사_야_초_1-4-1_OK,0,0.008,0.006,0.009,0.008,0,0,0.104,0.01,0.293,0.193,-0.026,-0.137,-0.242,0.001,0.285,0.168,0.196,-0.045,0.166,0.018,0.116,-0.398,0,0.065,0.106,0.112,0.103,0.012,0.122,-0.142,-0.249,0.048,0.028,-0.503,-0.634,0.024,0.055,0.044,0.003,0.068,0.011,0.099,0.017,-0.021,0.388,0,0,0.616,0,0,0.018,0.116,-0.398,0,0.083,0.008,-0.067,0.059,0.089,0.086,0.066,-0.191,-0.201,0.048,1
240220_일상검사_야_초_1-6-1_OK,0,0.005,0.012,0.007,0.008,0,0,0.057,0.005,-0.345,0.214,0.006,-0.157,-0.203,-0.012,0.281,0.135,0.163,-0.063,0.183,0.003,0.077,-0.397,0,0.039,0.098,0.098,0.097,0.004,0.056,-0.089,-0.273,0.057,0.025,-0.475,-0.559,0.02,0.047,0.056,-0.01,-0.023,0.025,0.003,0.013,0.001,0.391,0,0,0.619,0,0,0.003,0.077,-0.397,0,0.079,0.007,-0.038,0.053,0.094,0.076,0.053,-0.24,-0.122,0.057,1
240221_일상검사_야_중_2-1-1_OK,0,0.013,0.017,0.015,0.015,0,0,0.062,0.006,0.286,0.164,-0.044,-0.175,-0.23,-0.036,0.301,0.189,0.211,-0.063,0.176,0.001,0.133,-0.381,0,0.055,0.121,0.089,0.126,0.006,0.133,-0.27,-0.234,0.045,0.002,-0.558,-0.477,0.046,0.023,0.042,0.071,0.001,0.02,0.001,0.01,0.092,0.327,0,0,0.469,0,0,0.001,0.133,-0.381,0,0.091,0.008,0.027,0.057,0.083,0.078,0.119,-0.171,-0.332,0.045,1
240221_일상검사_야_중_2-2-1_OK,0,0.014,0.018,0.015,0.016,0,0,0.091,0.008,0.352,0.25,-0.021,-0.152,-0.136,-0.034,0.297,0.063,0.189,-0.128,0.181,-0.001,0.098,-0.383,0,0.051,0.11,0.084,0.112,0.024,0.089,-0.164,-0.164,0.057,0.022,-0.432,-0.554,0.038,0.038,0.059,0.024,-0.012,0.017,0.001,0.014,0.025,0.371,0,0,0.567,0,0,-0.001,0.098,-0.383,0,0.09,0.008,-0.007,0.063,0.094,0.08,0.084,-0.118,-0.21,0.057,1
240221_일상검사_야_중_2-3-1_OK,0,0.014,0.018,0.015,0.016,0,0,0.098,0.009,0.274,0.218,0.034,-0.14,-0.173,-0.046,0.297,0.065,0.186,-0.122,0.164,0.001,0.112,-0.392,0,0.05,0.114,0.084,0.117,0.008,0.078,-0.127,-0.088,0.061,0.019,-0.422,-0.678,0.015,0.036,0.061,-0.027,-0.018,0.017,0.007,0.013,0.004,0.322,0,0,0.525,0,0,0.001,0.112,-0.392,0,0.079,0.007,-0.057,0.065,0.103,0.082,0.041,-0.03,-0.184,0.061,1
240221_일상검사_야_중_2-5-1_OK,0,0.013,0.018,0.015,0.015,0,0,0.081,0.008,0.267,0.188,-0.015,-0.156,-0.17,-0.033,0.294,0.164,0.193,-0.061,0.173,0.003,0.115,-0.393,0,0.048,0.113,0.089,0.118,-0.006,0.089,-0.019,-0.241,0.047,0.017,-0.385,-0.426,0.032,0.027,0.047,0.021,-0.003,0.016,0.012,0.014,0.05,0.366,0,0,0.595,0,0,0.003,0.115,-0.393,0,0.095,0.009,0.005,0.061,0.087,0.071,0.081,-0.187,-0.073,0.047,1
240221_일상검사_야_중_2-6-1_OK,0,0.014,0.019,0.016,0.016,0,0,0.108,0.01,0.329,0.184,-0.031,-0.124,-0.183,-0.013,0.293,0.103,0.204,-0.075,0.157,0.044,0.125,-0.41,0,0.094,0.107,0.132,0.105,0.049,0.119,-0.213,-0.172,0.027,0.041,-0.329,-0.433,0.022,0.062,0.016,0.027,-0.062,0.012,-0.065,0.023,0.089,0.27,0,0,0.501,0,0,0.044,0.125,-0.41,0,0.082,0.008,0.004,0.052,0.076,0.073,0.098,-0.113,-0.272,0.027,1
240222_일상검사_야_초_1-1-1_OK,0,-0.001,0.002,-0.001,0,0,0,0.098,0.009,0.347,0.244,0.006,-0.154,-0.187,-0.02,0.296,0.103,0.191,-0.088,0.194,0.016,0.098,-0.368,0,0.043,0.12,0.077,0.125,0.023,0.02,-0.104,-0.09,0.067,0.023,-0.525,-0.423,0.029,0.034,0.083,0.009,0.03,0.028,0.051,0.024,0.027,0.382,0,0,0.586,0,0,0.016,0.098,-0.368,0,0.068,0.006,0.07,0.049,0.114,0.059,0.068,-0.042,-0.152,0.067,1
240222_일상검사_야_초_1-2-1_OK,0,0.003,0.001,0.001,0.002,0,0,0.089,0.008,0.275,0.2,-0.037,-0.139,-0.181,-0.02,0.311,0.246,0.212,-0.041,0.179,0.026,0.125,-0.384,0,0.055,0.116,0.137,0.105,0.042,0.073,0.005,-0.292,0.049,0.024,-0.497,-0.649,0.047,0.057,0.042,0.052,0.051,0.025,0.059,0.03,0.036,0.332,0,0,0.489,0,0,0.026,0.125,-0.384,0,0.083,0.008,0.047,0.052,0.091,0.085,0.121,-0.232,-0.056,0.049,1
240222_일상검사_야_초_1-3-1_OK,0,-0.003,0.006,-0.004,0,0,0,0.104,0.01,0.223,0.188,-0.044,-0.145,-0.503,0.066,0.285,0.158,0.197,-0.05,0.167,0.035,0.133,-0.382,0,0.079,0.127,0.127,0.124,0.049,0.079,-0.799,-0.2,0.061,0.061,-0.44,-0.646,0.029,0.061,0.038,0.01,-0.011,0.031,0.02,0.025,-0.005,0.325,0,0,0.544,0,0,0.035,0.133,-0.382,0,0.076,0.007,-0.054,0.084,0.094,0.084,0.089,-0.135,-0.865,0.061,1
240222_일상검사_야_초_1-4-1_OK,0,0,0.004,0.001,0.002,0,0,0.092,0.009,0.385,0.198,-0.042,-0.148,-0.204,-0.02,0.293,0.176,0.205,-0.064,0.166,0.024,0.143,-0.376,0,0.062,0.134,0.094,0.138,0.002,0.055,-0.097,-0.284,0.05,0.014,-0.47,-0.507,0.034,0.031,0.039,0.017,0.052,0.022,0.061,0.032,0.009,0.374,0,0,0.605,0,0,0.024,0.143,-0.376,0,0.076,0.007,-0.082,0.051,0.095,0.069,0.088,-0.211,-0.17,0.05,1
240222_일상검사_야_초_1-6-1_OK,0,0.002,0.005,0.001,0.002,0,0,0.075,0.007,0.395,0.27,-0.004,-0.16,-0.199,-0.036,0.307,0.142,0.171,-0.086,0.204,-0.024,0.065,-0.397,0,-0.012,0.08,0.065,0.075,-0.009,0.113,-0.136,-0.07,0.075,0.017,-0.439,-0.67,0.044,0.041,0.079,0.045,-0.009,0.03,0.001,0.024,0.002,0.325,0,0,0.545,0,0,-0.024,0.065,-0.397,0,0.085,0.008,-0.024,0.066,0.094,0.09,0.08,-0.038,-0.168,0.075,1
240222_일상검사_야_초_2-1-1_OK,0,0.008,0.012,0.008,0.009,0,0,0.071,0.007,0.254,0.239,-0.026,-0.165,-0.188,-0.033,0.279,0.124,0.164,-0.073,0.174,0,0.077,-0.42,0,0.021,0.079,0.056,0.081,0.001,0.152,-0.122,-0.172,0.048,0.015,-0.497,-0.557,0.022,0.033,0.06,0.009,0.006,0.014,0.051,0.013,0.03,0.342,0,0,0.586,0,0,0,0.077,-0.42,0,0.065,0.006,-0.078,0.046,0.078,0.065,0.056,-0.135,-0.159,0.048,1
240222_일상검사_야_초_2-2-1_OK,0,0.009,0.013,0.011,0.011,0,0,0.095,0.009,0.386,0.26,-0.034,-0.149,-0.209,-0.01,0.297,0.147,0.179,-0.063,0.19,0.01,0.084,-0.39,0,0.04,0.097,0.129,0.092,0.013,0.071,-0.16,-0.153,0.061,0.032,0.02,-0.542,0.047,0.051,0.061,0.028,0,0.014,0.019,0.009,0.041,0.334,0,0,0.552,0,0,0.01,0.084,-0.39,0,0.08,0.007,-0.055,0.058,0.095,0.077,0.081,-0.113,-0.2,0.061,1
240222_일상검사_야_초_2-3-1_OK,0,0.011,0.014,0.009,0.011,0,0,0.072,0.007,0.256,0.214,0.014,-0.164,-0.076,-0.055,0.308,0.165,0.173,-0.078,0.186,-0.014,0.083,-0.403,0,0.047,0.082,0.07,0.092,-0.011,0.074,-0.446,-0.229,0.07,0.02,-0.467,-0.625,0.037,0.044,0.071,0.024,-0.049,0.001,-0.049,0.007,0.075,0.327,0,0,0.553,0,0,-0.014,0.083,-0.403,0,0.079,0.007,-0.036,0.068,0.099,0.091,0.07,-0.19,-0.485,0.07,1
240222_일상검사_야_초_2-5-1_OK,0,0.011,0.014,0.011,0.012,0,0,0.075,0.007,0.43,0.2,-0.045,-0.155,-0.247,-0.026,0.298,0.157,0.206,-0.066,0.169,0.023,0.121,-0.412,0,0.056,0.094,0.104,0.1,0.009,0.096,-0.243,-0.329,0.046,0.008,-0.547,-0.414,0.039,0.043,0.043,0.041,-0.005,0.01,0.013,0.011,0.068,0.309,0,0,0.42,0,0,0.023,0.121,-0.412,0,0.052,0.005,-0.096,0.038,0.087,0.072,0.101,-0.269,-0.303,0.046,1
240222_일상검사_야_초_2-6-1_OK,0,0.012,0.013,0.009,0.011,0,0,0.142,0.013,0.328,0.179,-0.036,-0.121,-0.233,0.025,0.277,0.155,0.191,-0.022,0.154,0.051,0.127,-0.404,0,0.094,0.122,0.141,0.109,0.06,0.091,-0.161,-0.304,0.047,0.049,-0.541,-0.561,0.003,0.077,0.035,-0.052,-0.078,0.015,-0.052,0.01,0.086,0.376,0,0,0.569,0,0,0.051,0.127,-0.404,0,0.071,0.007,-0.069,0.055,0.097,0.083,0.039,-0.238,-0.227,0.047,1
240222_일상검사_주_중_2-1-1,0,0.014,0.014,0.01,0.012,0,0,0.041,0.004,-0.286,0.199,-0.005,-0.17,-0.235,-0.024,0.3,0.162,0.191,-0.084,0.184,-0.006,0.102,-0.381,0,0.048,0.117,0.095,0.118,-0.005,0.072,-0.276,-0.192,0.058,0.021,-0.444,-0.315,0.037,0.031,0.06,0.027,-0.014,0.019,-0.001,0.006,0.016,0.383,0,0,0.613,0,0,-0.006,0.102,-0.381,0,0.085,0.008,-0.043,0.069,0.099,0.079,0.092,-0.149,-0.319,0.058,1
240223_일상검사_야_중_1-1-1_OK,0,-0.004,0.002,-0.002,-0.001,0,0,0.098,0.009,0.32,0.254,-0.02,-0.152,-0.167,-0.005,0.291,0.154,0.168,-0.068,0.195,0,0.077,-0.38,0,0.041,0.097,0.088,0.108,0.01,0.027,-0.459,-0.334,0.072,0.039,-0.49,-0.309,0.031,0.039,0.071,0.01,0.037,0.024,0.063,0.03,0.016,0.325,0,0,0.561,0,0,0,0.077,-0.38,0,0.081,0.008,0.066,0.07,0.109,0.07,0.075,-0.304,-0.49,0.072,1
240223_일상검사_야_중_1-4-1_OK,0,-0.004,-0.005,-0.008,-0.006,0,0,0.109,0.01,0.094,0.132,0.002,-0.151,-0.163,-0.016,0.272,0.149,0.177,-0.054,0.155,0.01,0.122,-0.392,0,0.054,0.124,0.1,0.124,0.03,0.05,-0.129,-0.253,0.059,0.035,-0.488,-0.565,-0.002,0.034,0.056,-0.064,0.062,0.033,0.154,0.037,-0.019,0.343,0,0,0.65,0,0,0.01,0.122,-0.392,0,0.092,0.009,0.056,0.076,0.11,0.074,0.024,-0.192,-0.19,0.059,1
240223_일상검사_야_중_2-1-1_OK,0,0.009,0.01,0.008,0.009,0,0,0.087,0.008,0.231,0.214,-0.012,-0.153,-0.144,-0.029,0.294,0.148,0.178,-0.07,0.181,0.008,0.102,-0.38,0,0.052,0.112,0.104,0.116,0.018,0.132,0.146,-0.273,0.049,0.017,-0.499,-0.418,0.029,0.033,0.055,0.012,0.019,0.023,0.062,0.018,0.042,0.329,0,0,0.571,0,0,0.008,0.102,-0.38,0,0.091,0.008,0.038,0.051,0.093,0.068,0.077,-0.222,0.096,0.049,1
240223_일상검사_야_중_2-4-1_OK,0,0.013,0.013,0.008,0.011,0,0,0.097,0.009,0.108,0.163,-0.069,-0.153,-0.25,0.008,0.277,0.188,0.225,-0.039,0.146,0.032,0.165,-0.396,0,0.134,0.135,0.113,0.135,0.042,0.114,-0.125,-0.188,0.04,0.037,-0.487,-0.537,0.018,0.039,0.026,-0.013,-0.046,0.019,-0.016,0.016,0.066,0.333,0,0,0.576,0,0,0.032,0.165,-0.396,0,0.099,0.009,-0.021,0.076,0.093,0.078,0.077,-0.107,-0.206,0.04,1
240223_일상검사_야_중_2-6-1_OK,0,0.009,0.011,0.007,0.009,0,0,0.093,0.009,-0.021,0.216,-0.043,-0.133,-0.227,0.005,0.279,0.149,0.191,-0.044,0.155,0.042,0.124,-0.409,0,0.075,0.109,0.123,0.107,0.048,0.133,-0.197,-0.229,0.042,0.041,-0.485,-0.412,0.011,0.055,0.03,-0.017,-0.043,0.024,-0.017,0.02,0.056,0.331,0,0,0.556,0,0,0.042,0.124,-0.409,0,0.065,0.006,-0.08,0.054,0.089,0.068,0.064,-0.168,-0.258,0.042,1
240223_일상검사_야_초_1-1-1_OK,0,-0.002,0.002,-0.003,-0.001,0,0,0.087,0.008,0.042,0.222,0.008,-0.149,-0.185,-0.007,0.286,0.112,0.136,-0.054,0.195,0.006,0.036,-0.421,0,0.013,0.055,0.089,0.06,0.14,0.116,-0.248,-0.193,0.055,0.05,-0.397,-0.535,0.025,0.058,0.059,0.006,0.031,0.03,0.074,0.022,0.027,0.35,0,0,0.612,0,0,0.006,0.036,-0.421,0,0.078,0.007,-0.081,0.06,0.079,0.068,0.05,-0.178,-0.264,0.055,1
240223_일상검사_야_초_1-2-1_OK,0,-0.001,0.002,-0.004,-0.001,0,0,0.104,0.01,0.31,0.158,-0.009,-0.137,-0.24,-0.009,0.28,0.152,0.191,-0.058,0.149,-0.022,0.133,-0.435,0,0.157,0.09,0.121,0.098,0.038,0.114,-0.129,-1.229,0.068,-0.003,-0.376,-0.615,0.013,0.045,0.039,-0.024,0.003,0.027,0.041,0.026,0.01,0.338,0,0,0.595,0,0,-0.022,0.133,-0.435,0,0.123,0.012,-0.057,0.072,0.076,0.12,0.039,-1.164,-0.195,0.068,1
240223_일상검사_야_초_1-3-1_OK,0,-0.001,0.003,0.001,0.001,0,0,0.092,0.009,0.296,0.192,-0.008,-0.137,-0.199,-0.037,0.278,0.179,0.193,-0.061,0.139,0.023,0.14,-0.412,0,0.061,0.117,0.091,0.121,0.019,0.156,-0.147,-0.217,0.044,0.015,-0.464,-0.442,0.006,0.026,0.034,-0.033,0.003,0.033,0.038,0.024,-0.011,0.352,0,0,0.598,0,0,0.023,0.14,-0.412,0,0.067,0.006,-0.079,0.051,0.09,0.062,0.05,-0.148,-0.217,0.044,1
240223_일상검사_야_초_1-5-1_OK,0,0.001,0.002,0.001,0.001,0,0,0.073,0.007,0.289,0.202,-0.039,-0.187,-0.245,-0.035,0.282,0.163,0.186,-0.083,0.166,-0.033,0.111,-0.409,0,0.018,0.106,0.07,0.113,-0.016,0.07,-0.142,-0.684,0.055,-0.013,-0.432,-0.439,0.026,0.012,0.057,0.004,-0.03,0.032,0.003,0.014,-0.027,0.344,0,0,0.589,0,0,-0.033,0.111,-0.409,0,0.099,0.009,-0.034,0.063,0.085,0.088,0.059,-0.633,-0.193,0.055,1
240223_일상검사_야_초_1-6-1_OK,0,-0.001,-0.003,-0.003,-0.002,0,0,0.048,0.005,0.206,0.204,-0.014,-0.199,-0.137,-0.065,0.285,0.119,0.153,-0.13,0.168,-0.04,0.081,-0.411,0,0.002,0.087,0.065,0.087,-0.002,0.091,-0.169,-0.246,0.064,-0.008,-0.437,-0.267,0.029,0,0.065,0.013,-0.02,0.025,0.014,0.027,-0.014,0.325,0,0,0.579,0,0,-0.04,0.081,-0.411,0,0.085,0.008,-0.077,0.062,0.083,0.07,0.057,-0.21,-0.205,0.064,1
240223_일상검사_야_초_2-1-1_OK,0,0.009,0.011,0.007,0.009,0,0,0.102,0.01,0.302,0.217,0.087,-0.132,-0.118,-0.072,0.296,0.157,0.171,-0.077,0.157,-0.013,0.11,-0.402,0,0.04,0.116,0.073,0.111,0.002,0.061,0.143,0.213,0.065,0.012,-0.511,-0.963,0.011,0.03,0.066,-0.061,-0.016,0.028,0.027,0.019,0.045,0.34,0,0,0.582,0,0,-0.013,0.11,-0.402,0,0.085,0.008,-0.043,0.07,0.107,0.088,0.013,0.268,0.087,0.065,1
240223_일상검사_야_초_2-2-1_OK,0,0.01,0.013,0.008,0.01,0,0,0.081,0.008,0.298,0.224,-0.016,-0.159,-0.229,-0.019,0.307,0.137,0.188,-0.067,0.195,0,0.08,-0.401,0,0.049,0.081,0.081,0.087,0.004,0.076,-0.257,-0.242,0.064,0.031,-0.522,-0.3,0.035,0.039,0.065,0.035,-0.031,0.024,-0.018,0.018,0.028,0.359,0,0,0.586,0,0,0,0.08,-0.401,0,0.084,0.008,0.016,0.063,0.093,0.072,0.081,-0.202,-0.297,0.064,1
240223_일상검사_야_초_2-3-1_OK,0,0.01,0.012,0.007,0.01,0,0,0.101,0.009,0.331,0.207,-0.017,-0.159,-0.203,-0.017,0.279,0.165,0.181,-0.06,0.171,0.003,0.104,-0.399,0,0.043,0.111,0.095,0.111,0.016,-0.042,-0.327,-0.238,0.064,0.027,-0.396,-0.573,0.016,0.037,0.069,-0.03,-0.039,0.018,0.001,0.02,0.039,0.347,0,0,0.58,0,0,0.003,0.104,-0.399,0,0.084,0.008,-0.063,0.068,0.096,0.078,0.032,-0.179,-0.386,0.064,1
240223_일상검사_야_초_2-5-1_OK,0,0.01,0.012,0.008,0.01,0,0,0.061,0.006,0.117,0.21,-0.052,-0.177,-0.194,-0.028,0.293,0.182,0.2,-0.063,0.17,0,0.123,-0.403,0,0.102,0.101,0.093,0.106,0.002,0.079,-0.277,-0.187,0.06,0.009,-0.435,-0.473,0.03,0.041,0.057,0.018,-0.011,0.018,0.013,0.021,0.035,0.341,0,0,0.572,0,0,0,0.123,-0.403,0,0.077,0.007,0.006,0.06,0.1,0.092,0.08,-0.128,-0.337,0.06,1
240224_일상검사_야_초_1-4-1_OK,0,0.005,0.007,0.003,0.005,0,0,0.104,0.01,0.24,0.337,-0.024,-0.087,-0.19,-0.02,0.282,0.147,0.186,-0.059,0.161,0.011,0.117,-0.406,0,0.061,0.109,0.106,0.106,0.025,0.046,-0.255,-0.295,0.043,0.029,-0.449,-0.434,0.019,0.039,0.039,-0.003,0.088,0.036,0.131,0.032,-0.019,0.349,0,0,0.583,0,0,0.011,0.117,-0.406,0,0.095,0.009,-0.068,0.068,0.084,0.077,0.065,-0.24,-0.311,0.043,1
240224_일상검사_야_초_1-5-1_OK,0,0.002,0.005,0.002,0.003,0,0,0.07,0.007,0.103,0.186,-0.026,-0.177,-0.221,-0.046,0.276,0.187,0.22,-0.08,0.15,-0.013,0.165,-0.386,0,0.036,0.149,0.074,0.15,-0.003,0.079,0.044,-0.252,0.059,-0.022,-0.584,-0.443,0.015,0.002,0.064,-0.025,-0.014,0.046,0.008,0.043,-0.021,0.354,0,0,0.58,0,0,-0.013,0.165,-0.386,0,0.082,0.008,-0.027,0.058,0.111,0.082,0.059,-0.173,-0.035,0.059,1
240226_일상검사_야_중_1-1-1_OK,0,0.002,0.006,0.003,0.004,0,0,0.087,0.008,0.088,0.115,-0.02,-0.171,-0.05,-0.003,0.27,0.105,0.155,-0.045,0.187,0.038,0.052,-0.406,0,0.087,0.066,0.091,0.06,0.031,0.122,0.387,0.227,0.023,0.049,-0.4,0.057,-0.003,0.072,0.039,-0.015,0.068,0.051,0.078,0.05,0.073,0.306,0,0,0.52,0,0,0.038,0.052,-0.406,0,0.025,0.002,-0.191,0.036,0.07,0.058,0.05,0.254,0.359,0.023,1
240226_일상검사_야_중_1-3-1_OK,0,0.003,0.007,0.003,0.004,0,0,0.061,0.006,0.152,0.12,0.003,-0.178,-0.023,-0.055,0.268,0.122,0.161,-0.08,0.171,0.002,0.063,-0.416,0,0.036,0.066,0.058,0.066,0.01,0.1,0.15,0.045,0.017,0.023,-0.284,0.051,-0.003,0.039,0.039,-0.011,-0.024,0.051,0.005,0.053,0.036,0.248,0,0,0.485,0,0,0.002,0.063,-0.416,0,0.036,0.003,-0.167,0.047,0.062,0.063,0.045,0.076,0.119,0.017,1
